15.7232 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EEAD163340>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EEAD1632E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EEAD163130>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EEAD30F220>, multiSample=False, name='window1', numSamples=2, pos=(560, 340), screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.7234 	EXP 	window1: mouseVisible = True
15.7234 	EXP 	window1: backgroundImage = ''
15.7234 	EXP 	window1: backgroundFit = 'none'
15.7266 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.7266 	EXP 	window1: recordFrameIntervals = False
15.8897 	EXP 	window1: recordFrameIntervals = True
16.0729 	EXP 	Screen (0) actual frame rate measured at 60.43Hz
16.0730 	EXP 	window1: recordFrameIntervals = False
16.0731 	EXP 	window1: mouseVisible = True
16.1175 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
19.6817 	EXP 	simon_task_simple: status = STARTED
19.6821 	EXP 	window1: mouseVisible = True
19.7751 	EXP 	Created text_norm = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
19.7753 	EXP 	window1: mouseVisible = True
