15.2395 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000223DDDF1C70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000223DDDF1C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000223DDDF1A60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000223DDF80610>, multiSample=False, name='window1', numSamples=2, pos=(560, 340), screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.2396 	EXP 	window1: mouseVisible = True
15.2396 	EXP 	window1: backgroundImage = ''
15.2396 	EXP 	window1: backgroundFit = 'none'
15.2417 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.2418 	EXP 	window1: recordFrameIntervals = False
15.4054 	EXP 	window1: recordFrameIntervals = True
15.5897 	EXP 	Screen (0) actual frame rate measured at 59.76Hz
15.5897 	EXP 	window1: recordFrameIntervals = False
15.5898 	EXP 	window1: mouseVisible = True
15.6249 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
18.3442 	EXP 	simon_task_simple: status = STARTED
18.3448 	EXP 	window1: mouseVisible = True
18.4230 	EXP 	Created text_norm = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
18.4231 	EXP 	window1: mouseVisible = True
18.4277 	EXP 	Created fixation_cross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='fixation_cross', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
18.4281 	EXP 	window1: mouseVisible = True
18.4284 	DEPRECATION 	'1.0000, 1.0000, 1.0000' is not a valid rgb color
18.4290 	EXP 	Created left_stim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([0., 0., 0.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='left_stim', opacity=0.0, ori=0, pos=array([-0.5,  0. ]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
18.4291 	EXP 	window1: mouseVisible = True
18.4293 	DEPRECATION 	'-1.0000, -1.0000, -1.0000' is not a valid rgb color
